premise,hypothesis,lila_label,lila_script
Gwen drove an average speed of less than 75 miles per hour for the first 40 miles of a tripthen at a average speed of 30 miles/hr for the remaining 40 miles of the trip if she made no stops during the trip what was Gwen's avg speed in miles/hr for the entire trip.,Gwen drove an average speed of 15 miles per hour for the first 40 miles of a tripthen at a average speed of 30 miles/hr for the remaining 40 miles of the trip if she made no stops during the trip what was Gwen's avg speed in miles/hr for the entire trip.,neutral,"speed_miles_per_hour_s1 = 0
speed_miles_per_hour_s1 < 75
speed_miles_per_hour_s2 = 15

speed_miles_per_hour_s1 = None
speed_miles_per_hour_s2 = None

if speed_miles_per_hour_s1 is None or speed_miles_per_hour_s2 is None:
   print(""Neutral"")
elif speed_miles_per_hour_s1 < speed_miles_per_hour_s2:
  print(""Entailment"")
elif speed_miles_per_hour_s1 != speed_miles_per_hour_s2:
  print(""Contradiction"")"
Two dogsled teams raced across a more than 200 mile course in Wyoming.,Two dogsled teams raced across a 300 mile course in Wyoming.,neutral,"team_raced_s1 = 0
team_raced_s1 > 200
team_raced_s2 = 300

team_raced_s1 = None
team_raced_s2 = None

if team_raced_s1 is None or team_raced_s2 is None:
   print(""Neutral"")
elif team_raced_s1 < team_raced_s2:
  print(""Entailment"")
elif team_raced_s1 != team_raced_s2:
  print(""Contradiction"")"
Raman mixed 24 kg of butter at Rs.,Raman mixed less than 24 kg of butter at Rs.,contradiction,"quantity_of_butter_mixed_s1 = 24
quantity_of_butter_mixed_s2 = 0
quantity_of_butter_mixed_s2 < 24

if quantity_of_butter_mixed_s1 is None or quantity_of_butter_mixed_s2 is None:
    print(""Neutral"")
elif quantity_of_butter_mixed_s1 == quantity_of_butter_mixed_s2 :
    print(""Entailment"")
elif quantity_of_butter_mixed_s1 != quantity_of_butter_mixed_s2 :
    print(""Contradiction"")"
"At a meeting of the more than 6 Joint Chiefs of Staff, the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau.","At a meeting of the 9 Joint Chiefs of Staff, the Chief of Naval Operations does not want to sit next to the Chief of the National Guard Bureau.",neutral,"joint_chiefs_s1 = 0
joint_chiefs_s1 > 6
joint_chiefs_s2 = 9

joint_chiefs_s1 = None
joint_chiefs_s2 = None

if joint_chiefs_s1 is None or joint_chiefs_s2 is None:
   print(""Neutral"")
elif joint_chiefs_s1 < joint_chiefs_s2:
  print(""Entailment"")
elif joint_chiefs_s1 != joint_chiefs_s2:
  print(""Contradiction"")"
There are 504.0 apples and it takes 4.0 apples to make 1.0 pie.,There are 129.0 pies.,contradiction,"total_pies_s1 = 504/4
total_pies_s2 = 129

if total_pies_s1 is None or total_pies_s2 is None:
    print(""Neutral"")
elif total_pies_s1 == total_pies_s2 :
    print(""Entailment"")
elif total_pies_s1 != total_pies_s2 :
    print(""Contradiction"")"
Two of the Spanish nationals arrested were living aboard the yacht and another two were arrested after they were discovered allegedly meeting the yacht in the northeastern coastal town of Bundaberg.,Four Spanish nationals were arrested in connection with the cocaine seizure.,neutral,"spanish_arrested_s1 = 2
spanish_arrested_s2 = 4

spanish_arrested_s1 = None
spanish_arrested_s2 = None

if spanish_arrested_s1 is None or spanish_arrested_s2 is None:
   print(""Neutral"")
elif spanish_arrested_s1 < spanish_arrested_s2:
  print(""Entailment"")
elif spanish_arrested_s1 != spanish_arrested_s2:
  print(""Contradiction"")"
It will take 18 days for Cameron to complete a certain task alone.,It will take less than 38 days for Cameron to complete a certain task alone.,Entailment,"days_to_complete_task_s1 = 18
days_to_complete_task_s2 = 0
days_to_complete_task_s2 < 38

if days_to_complete_task_s1 is None or days_to_complete_task_s2 is None:
    print(""Neutral"")
elif days_to_complete_task_s1 > days_to_complete_task_s2:
    print(""Entailment"")
elif days_to_complete_task_s1 != days_to_complete_task_s2:
    print(""Contradiction"")"
Julie has 7 friends.,Julie has 8 friends.,contradiction,"friend_julies_has_s1 = 7
friend_julies_has_s2 = 8

if friend_julies_has_s1 is None or friend_julies_has_s2 is None:
    print(""Neutral"")
elif friend_julies_has_s1 == friend_julies_has_s2 :
    print(""Entailment"")
elif friend_julies_has_s1 != friend_julies_has_s2 :
    print(""Contradiction"")"
"Charges against Alton Alexander Nolen, 30, will include first-degree murder and assault with a deadly weapon, according to Jeremy Lewis, spokesman for the Moore, Oklahoma, police.","Police say they have interviewed suspect Alton Alexander Nolen, 30.",neutral,"people_accused_of_murder_s1 = 30
people_accused_of_murder_s2 = 30

if people_accused_of_murder_s1 is None or people_accused_of_murder_s2 is None:
   print('neutral')

elif people_accused_of_murder_s1 == people_accused_of_murder_s2:
   print('Entailment')

elif people_accused_of_murder_s1 != people_accused_of_murder_s2:
  print('contradiction')"
"There were 10.0 students riding on the school bus and at the first stop, 3.0 students got on the bus.",13.0 students are now on the bus.,Entailment,"students_riding_on_bus_s1 = 10+3
students_riding_on_bus_s2 = 13

if students_riding_on_bus_s1 is None or students_riding_on_bus_s2 is None:
    print(""Neutral"")
elif students_riding_on_bus_s1 == students_riding_on_bus_s2:
    print(""Entailment"")
elif students_riding_on_bus_s1 != students_riding_on_bus_s2:
    print(""Contradiction"")"
"Olsen, 24, had seen his share of war in two tours of Iraq as a Marine.",Scott Olsen returned from two tours of Iraq without injury.,neutral,"share_of_wars_s1 = 2
share_of_wars_s2 = 2

share_of_wars_s1 = None
share_of_wars_s2 = None

if share_of_wars_s1 is None or share_of_wars_s2 is None:
   print(""Neutral"")
elif share_of_wars_s1 < share_of_wars_s2:
  print(""Entailment"")
elif share_of_wars_s1 != share_of_wars_s2:
  print(""Contradiction"")"
"In a group of 100 people, 55 have visited Iceland and 43 have visited Norway.","In a group of more than 100 people, 55 have visited Iceland and 43 have visited Norway.",contradiction,"friend_julies_has_s1 = 7
friend_julies_has_s2 = 8

if friend_julies_has_s1 is None or friend_julies_has_s2 is None:
    print(""Neutral"")
elif friend_julies_has_s1 == friend_julies_has_s2 :
    print(""Entailment"")
elif friend_julies_has_s1 != friend_julies_has_s2 :
    print(""Contradiction"")"
"How many seconds does Sandy take to cover a distance of 600 meters, if Sandy runs at a speed of 15 km/hr?","How many seconds does Sandy take to cover a distance of less than 800 meters, if Sandy runs at a speed of 15 km/hr?",Entailment,"distance_covered_by_sandy_s1 = 600
distance_covered_by_sandy_s2 = 0
distance_covered_by_sandy_s2 < 800

if distance_covered_by_sandy_s1 is None or distance_covered_by_sandy_s2 is None:
    print(""Neutral"")
elif distance_covered_by_sandy_s1 > distance_covered_by_sandy_s2 :
    print(""Entailment"")
elif distance_covered_by_sandy_s1 != distance_covered_by_sandy_s2 :
    print(""Contradiction"")"
"If Pinky returned four chocolate to the retailer, and the average price of the remaining chocolate was less than 4 ¢, then what is the average price, in cents, of the four returned chocolates?","If Pinky returned four chocolate to the retailer, and the average price of the remaining chocolate was 2 ¢, then what is the average price, in cents, of the four returned chocolates?",neutral,"remaining_chocolates_s1 = 0
remaining_chocolates_s1 < 4
remaining_chocolates_s2 = 2

remaining_chocolates_s1 = None
remaining_chocolates_s2 = None

if remaining_chocolates_s1 is None or remaining_chocolates_s2 is None:
   print(""Neutral"")
elif remaining_chocolates_s1 < remaining_chocolates_s2:
  print(""Entailment"")
elif remaining_chocolates_s1 != remaining_chocolates_s2:
  print(""Contradiction"")"
Experts estimate that only 5% to 10% of stolen artworks ever finds its way back to the owners.,Only 5% to 10% of stolen art ever gets returned to the owners.,Entailment,"experts_estimate_s1 = 5-10
experts_estimate_s2 = 5-10

if experts_estimate_s1 is None or experts_estimate_s2 is None:
    print(""Neutral"")
elif experts_estimate_s1 == experts_estimate_s2:
    print(""Entailment"")
elif experts_estimate_s1 != experts_estimate_s2:
    print(""Contradiction"")"
"A waiter had 19.0 customers to wait on, and 14.0 customers left and he got another 36.0 customers.",He would have 41.0 customers.,Entailment,"customers_wait_s1 = 19-14+36
customers_wait_s2 = 41

if customers_wait_s1 is None or customers_wait_s2 is None:
    print(""Neutral"")
elif customers_wait_s1 == customers_wait_s2:
    print(""Entailment"")
elif customers_wait_s1 != customers_wait_s2:
    print(""Contradiction"")"
"In a Facebook video posted by Megan Nolen, two women who say they are Nolen's mother and sister apologize for his actions.",Two women saying they're part of suspect's family apologize in Facebook video.,Entailment,"number_women_apologising_s1 = 600
number_women_apologising_s2 = 0


if number_women_apologising_s1 is None or number_women_apologising_s2 is None:
    print(""Neutral"")
elif number_women_apologising_s1 > number_women_apologising_s2 :
    print(""Entailment"")
elif number_women_apologising_s1 != number_women_apologising_s2 :
    print(""Contradiction"")"
After they have worked together for 12 days Matt stops and Peter completes the remaining work in 10 days.,After they have worked together for less than 82 days Matt stops and Peter completes the remaining work in 10 days.,Entailment,"work_together_s1 = 12
work_together_s2 = 0
work_together_s2 < 82

if work_together_s1 is None or work_together_s2 is None:
    print(""Neutral"")
elif work_together_s1 > work_together_s2:
    print(""Entailment"")
elif work_together_s1 != work_together_s2:
    print(""Contradiction"")"
Mary and Harry enter into a partnership by investing $more than 400 and $300 respectively.,Mary and Harry enter into a partnership by investing $700 and $300 respectively.,neutral,"partnership_by_investing_s1 = 0
partnership_by_investing_s1 > 400
partnership_by_investing_s2 = 700

partnership_by_investing_s1 = None
partnership_by_investing_s2 = None

if partnership_by_investing_s1 is None or partnership_by_investing_s2 is None:
   print(""Neutral"")
elif partnership_by_investing_s1 < partnership_by_investing_s2:
  print(""Entailment"")
elif partnership_by_investing_s1 != partnership_by_investing_s2:
  print(""Contradiction"")"
"If 15% of all the students at Morse have cars, how many students are in the three lower grades?","If more than 15% of all the students at Morse have cars, how many students are in the three lower grades?",contradiction,"students_has_morse_cars_s1 = 15
students_has_morse_cars_s2 = 0
students_has_morse_cars_s2 < 15

if students_has_morse_cars_s1 is None or students_has_morse_cars_s2 is None:
    print(""Neutral"")
elif students_has_morse_cars_s1 < students_has_morse_cars_s2 :
    print(""Entailment"")
elif students_has_morse_cars_s1 != students_has_morse_cars_s2 :
    print(""Contradiction"")"
"Ratio between Rahul and Deepak is 4:3, After 6 Years Rahul age will be 26 years.","Ratio between Rahul and Deepak is more than 2:3, After 6 Years Rahul age will be 26 years.",Entailment,"ratio_between_rahul_deepak_s1 = 4/3
ratio_between_rahul_deepak_s2 = 0
ratio_between_rahul_deepak_s2 > 2/3

if ratio_between_rahul_deepak_s1 is None or ratio_between_rahul_deepak_s2 is None:
    print(""Neutral"")
elif ratio_between_rahul_deepak_s1 > ratio_between_rahul_deepak_s2:
    print(""Entailment"")
elif ratio_between_rahul_deepak_s1 != ratio_between_rahul_deepak_s2:
    print(""Contradiction"")"
Britain leaves Iraq this time with 179 of its own dead.,British forces leave Iraq with 179 dead.,Entailment,"britain_leave_iraq_s1 = 179
britain_leave_iraq_s2 = 179

if britain_leave_iraq_s1 is None or britain_leave_iraq_s2 is None:
    print(""Neutral"")
elif britain_leave_iraq_s1 == britain_leave_iraq_s2:
    print(""Entailment"")
elif britain_leave_iraq_s1 != britain_leave_iraq_s2:
    print(""Contradiction"")"
"If John received $800 more than Mike did, what was the profit made by their business in that year?","If John received $more than 400 more than Mike did, what was the profit made by their business in that year?",Entailment,"profit_made_in_business_s1 = 800
profit_made_in_business_s2 = 0
profit_made_in_business_s2 > 400

if profit_made_in_business_s1 is None or profit_made_in_business_s2 is None:
    print(""Neutral"")
elif profit_made_in_business_s1 > profit_made_in_business_s2:
    print(""Entailment"")
elif profit_made_in_business_s1 != profit_made_in_business_s2:
    print(""Contradiction"")"
Tom and Jerry enter into a partnership by investing $700 and $300 respectively.,Tom and Jerry enter into a partnership by investing $more than 700 and $300 respectively.,contradiction,"amount_invested_by_tom_and_jerry_s1 = 700
amount_invested_by_tom_and_jerry_s2 = 0
amount_invested_by_tom_and_jerry_s1 > 700

if amount_invested_by_tom_and_jerry_s1 is None or amount_invested_by_tom_and_jerry_s2 is None:
    print(""Neutral"")
elif amount_invested_by_tom_and_jerry_s1 < amount_invested_by_tom_and_jerry_s2 :
    print(""Entailment"")
elif amount_invested_by_tom_and_jerry_s1 != amount_invested_by_tom_and_jerry_s2 :
    print(""Contradiction"")"
The farmers reported that they harvest 45.0 sacks of apples from each of the 8.0 sections of the orchard daily.,361.0 sacks are harvested every day.,contradiction,"number_of_sacks_harvested_s1 = 45*8
number_of_sacks_harvested_s2 = 361

if number_of_sacks_harvested_s1 is None or number_of_sacks_harvested_s2 is None:
    print(""Neutral"")
elif number_of_sacks_harvested_s1 < number_of_sacks_harvested_s2 :
    print(""Entailment"")
elif number_of_sacks_harvested_s1 != number_of_sacks_harvested_s2 :
    print(""Contradiction"")"
Jones gave more than 10% of the money he had to his wife.,Jones gave 40% of the money he had to his wife.,neutral,"jones_gave_money_s1 = 0
jones_gave_money_s1 > 10
jones_gave_money_s2 = 40

jones_gave_money_s1 = None
jones_gave_money_s2 = None

if jones_gave_money_s1 is None or jones_gave_money_s2 is None:
   print(""Neutral"")
elif jones_gave_money_s1 < jones_gave_money_s2:
  print(""Entailment"")
elif jones_gave_money_s1 != jones_gave_money_s2:
  print(""Contradiction"")"
"The Rwanda News Agency reported that Rwanda has dispatched 1,917 soldiers.","Rwanda has dispatched some 1,900 soldiers, Rwanda News Agency reports.",Entailment,"dispatched_soldiers_s1 = 1917
dispatched_soldiers_s2 = 1900

if dispatched_soldiers_s1 is None or dispatched_soldiers_s2 is None:
    print(""Neutral"")
elif dispatched_soldiers_s1 > dispatched_soldiers_s2:
    print(""Entailment"")
elif dispatched_soldiers_s1 != dispatched_soldiers_s2:
    print(""Contradiction"")"
